No.;Tanggal;created_date;kota_kab_pelapor;propinsi_pelapor;klasifikasi_pelapor;jabatan_terlapor;kota_kab_terlapor;propinsi_terlapor;id_substansi;id_dugaan_maladministrasi;ringkasan_laporan;id_kantor;kode_kabupaten;kode_prov
3307;03/07/14 00.00;11/07/14 09.30;KOTA JAKARTA PUSAT;DKI JAKARTA;Kuasa Hukum;Kantor Pertanahan Jaksel;JAKARTA SELATAN;DKI JAKARTA;Pertanahan;Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam penerbitan SHM No.147 atas nama The King Ning disebidang tanah DI 1 terusan H.<br>;Ombudsman Republik Indonesia (Jakarta);3171;3173
3308;03/07/14 00.00;11/07/14 09.32;JAKARTA UTARA;DKI JAKARTA;Perorangan/Korban Langsung;Pemprov DKI Jakarta;JAKARTA PUSAT;DKI JAKARTA;Pemukiman/Perumahan;Tidak Kompeten;Dugaan tidak kompetennya Pemprov DKI Jakarta dalam melaksanakan tugas dan fungsinya terkait hak kepemilikan perseorangan atas satuan rumah susun.<br>;Ombudsman Republik Indonesia (Jakarta);3173;3173
3309;03/07/14 00.00;11/07/14 09.35;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Universitas Riau;KOTA PEKANBARU;RIAU;Pendidikan;Penundaan Berlarut;Dugaan penundaan berlarut oleh Universitas Riau dalam pembayaran biaya pendidikan S3 Sdr. Pahli Yusmanto selama melanjutkan pendidikan di Universitas Teknologi Malaysia.<br>;Ombudsman Republik Indonesia (Jakarta);1471;1471
3310;03/07/14 00.00;11/07/14 09.39;BEKASI;JAWA BARAT;Perorangan/Korban Langsung;Dinas Pendidikan Kota Bekasi;KOTA BEKASI;JAWA BARAT;Pendidikan;Tidak Kompeten;Dugaan dinas pendidikan Kota Bekasi tidak kompeten terkait adanya regulasi yang melarang peserta didik sekolah swasta pindah sekolah ke sekolah negeri di Kota Bekasi.<br>;Ombudsman Republik Indonesia (Jakarta);3275;3273
3311;03/07/14 00.00;14/07/14 13.45;KOTA BATAM;KEPULAUAN RIAU;Kuasa Hukum;Direktur Pengamanan ;KOTA BATAM;KEPULAUAN RIAU;Penanaman Modal;Penundaan Berlarut;Penundaan pengosongan Rumah Liar di atas lahan PT. Jaya Mantap Sejahtera yang tidak ada penyelesaiannya oleh Ditpam BP Batam hingga 3 tahun sehingga menyebabkan tertundanya kegiatan usaha Pelapor meski telah mengeluarkan biaya ratusan juta rupiah.;Kantor Perwakilan Kepulauan Riau;;2171
3312;03/07/14 00.00;16/07/14 11.29;KOTA MANADO;SULAWESI UTARA;Perorangan/Korban Langsung;Kepala;KOTA MANADO;SULAWESI UTARA;Pendidikan;Permintaan Imbalan Uang, Barang dan Jasa;Dugaan permintaan uang tanpa dasar hukum yang dilakukan oleh SMP Negeri 6 Manado terhadap para siswa, dimana para siswa diwajibkan untuk membayar buku sebesar Rp.125.000,- per paket, bila tidak mengikuti upacara harus membayar Rp.10.000,- per siswa dan di;Kantor Perwakilan Sulawesi Utara;7171;7171
3313;03/07/14 00.00;16/07/14 12.46;KOTA PADANG;SUMATERA BARAT;Inisiatif Investigasi;Kepala Dinas;PESISIR SELATAN;SUMATERA BARAT;Pendidikan;Penyimpangan Prosedur;Dugaan penyimpagan prosedur dalam membedakan standar nilai yang diterima dengan melihat lulusan SMP dengan MTs/Pondok pesantren, dimana untuk lulusan SMP nilai terendah diterima minimal 27.40 sedangkan MTsn/Pondok Pesantren nilai terendah diterima 30.65;Kantor Perwakilan Sumatera Barat;1302;1371
3314;03/07/14 00.00;17/07/14 14.06;KOTA PALU;SULAWESI TENGAH;Perorangan/Korban Langsung;Pimpinan Jasa Raharja;KOTA PALU;SULAWESI TENGAH;Asuransi/Jaminan Sosial;Tidak Memberikan Pelayanan;Tidak dilayani dengan baik di Jasa Raharja;Kantor Perwakilan Sulawesi Tengah;7271;7271
3315;03/07/14 00.00;17/07/14 15.08;KOTA SEMARANG;JAWA TENGAH;Perorangan/Korban Langsung;Lurah Bojong Salaman;KOTA SEMARANG;JAWA TENGAH;Perijinan (PTSP);Penundaan Berlarut;Dugaan penundaan berlarut oleh Lurah Bojong Salaman terkait informasi status kepemilikan tanah pada akses jalan keluar SHM 585/Bojong Salaman a.n Endang Subekti;Kantor Perwakilan Jawa Tengah;3374;3374
3316;03/07/14 00.00;17/07/14 17.45;KLATEN;JAWA TENGAH;Perorangan/Korban Langsung;Kepala;KLATEN;JAWA TENGAH;Pendidikan;Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam pelaksanaan PPDB di SMP dan SMA wilayah Kab. Klaten akibat kebijakan Dinas Pendidikan Kab. Klaten;Kantor Perwakilan DI Yogyakarta;3310;3374
3317;03/07/14 00.00;17/07/14 17.48;BANTUL;DAERAH ISTIMEWA YOGYAKARTA;Perorangan/Korban Langsung;Kepala;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Kejaksaan;Penundaan Berlarut;Dugaan penundaan berlarut penanganan kasus dugaan tindak pidana korupsi di Kejaksaan Tinggi DIY;Kantor Perwakilan DI Yogyakarta;3471;3471
3318;03/07/14 00.00;17/07/14 17.51;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Inisiatif Investigasi;Kepala;BANTUL;DAERAH ISTIMEWA YOGYAKARTA;Pendidikan;Penyimpangan Prosedur;Dugaan tindakan penyimpangan prosedur pada pelaksanaan PPDB Tingkat SD di SD Negeri Tamanan Bantul;Kantor Perwakilan DI Yogyakarta;3402;3471
3319;03/07/14 00.00;17/07/14 17.55;WONOGIRI;JAWA TENGAH;Perorangan/Korban Langsung;Kepala;WONOGIRI;JAWA TENGAH;Kepolisian;Penyalahgunaan Wewenang;Dugaan Penundaan Berlarut penanganan laporan dugaan tindak pidana politik uang pemilihan legislatif 2014 oleh Polres Wonogiri;Kantor Perwakilan DI Yogyakarta;3312;3374
3320;03/07/14 00.00;24/07/14 11.40;KOTA BANDA ACEH;ACEH;Kelompok Masyarakat;Kepala DInas;KOTA BANDA ACEH;ACEH;Informasi Publik;Penyalahgunaan Wewenang;Adanya Dugaan penyalah gunaan wewenang yang dilakukan oleh Pemerintah aceh terkait dana mesjid raya yang akan dialihkan ke rehabilitasi lapangan Golf;Kantor Perwakilan Aceh;1171;1171
3321;03/07/14 00.00;24/07/14 11.41;KONAWE;SULAWESI TENGGARA;Perorangan/Korban Langsung;Kepala Dinas;KONAWE;SULAWESI TENGGARA;Kepegawaian;Permintaan Imbalan Uang, Barang dan Jasa;Keberatan terhadap uang sertifikasi yang diterima pada tahun anggaran 2014 triwulan I karena uang yang diterima tidak sesuai dengan jumlah uang yang harus diterima dan diduga telah terjadi pemotongan oleh panitia pengelola sertifikasi. ;Kantor Perwakilan Sulawesi Tenggara;7403;7471
3322;03/07/14 00.00;24/07/14 11.47;KOTA BUTON;SULAWESI TENGGARA;Perorangan/Korban Langsung;Kepala;KOTA BUTON;SULAWESI TENGGARA;Kepegawaian;Penyalahgunaan Wewenang;Keberatan terhadap para tenaga honorer yang dinyatakan lulus pada saat seleksi CPNS Tahun 2013 karena mereka tidak pernah honor atau kerja di instasi dinas pemerintah dan mantaKepala Daerah Buton dan Kepala BKD Buton dengan menggunakan jabatanya untuk mem;Kantor Perwakilan Sulawesi Tenggara;;7471
3323;03/07/14 00.00;24/07/14 11.48;KOTA BANDA ACEH;ACEH;Kelompok Masyarakat;Kepala Dinas;KOTA BANDA ACEH;ACEH;Informasi Publik;Penyalahgunaan Wewenang;Adanya Dugaan penyalahgunaan wewenang yang dilakukan oleh dinas cipta karya Aceh terkait dengan dana rehab lapangan Golf ;Kantor Perwakilan Aceh;1171;1171
3324;03/07/14 00.00;11/08/14 14.49;BANGKA;KEPULAUAN BANGKA BELITUNG;Inisiatif Investigasi;Walikota;KOTA PANGKALPINANG;KEPULAUAN BANGKA BELITUNG;Perhubungan/Infrastruktur;Tidak Memberikan Pelayanan;Adanya Trotoar rusak/ Berlubang disepanjang Jalan Jenderal Sudirman yang membahayakan Pejalan Kaki;Kantor Perwakilan Kepulauan Bangka Belitung;;1971
3325;03/07/14 00.00;13/08/14 17.47;KOTA PEMATANGSIANTAR;SUMATERA UTARA;Perorangan/Korban Langsung;;KOTA PEMATANGSIANTAR;SUMATERA UTARA;Kepegawaian;Penyimpangan Prosedur;Dugaan adanya honorer bodong an. Hamzah Matondang di Lingkungan Kementerian Agama Unit Kerja KUA Kec. Siantar Barat Kota P.Siantar yang telah lulus CPNS.;Kantor Perwakilan Sumatera Utara;;1275
3326;04/07/14 00.00;04/07/14 13.42;LOMBOK TENGAH;NUSA TENGGARA BARAT;Perorangan/Korban Langsung;Kepala Dinas Kesehatan Kabupaten Lombok Tengah;LOMBOK TENGAH;NUSA TENGGARA BARAT;Kesehatan;Penundaan Berlarut;Dinas Kesehatan Kabupaten Lombok Tengah belum mencairkan secara penuh dana kapitasi untuk puskesmas praya pada bulan Januari sampai dengan April 2014 hanya baru mencairkan Rp.60 juta yang seharusnya dicairkan sekitar 784 jutaan untuk bulan Januari-April 2;Kantor Perwakilan Nusa Tenggara Barat;5202;5271
3327;04/07/14 00.00;04/07/14 14.56;INDRAGIRI HILIR;RIAU;Kelompok Masyarakat;Bupati Inhil;INDRAGIRI HILIR;RIAU;Agama;Diskriminasi;Pelapor merupakan ketua Persekutuan Gereja-Gereja (PGI) Daerah Kab. Inhil, yang mengeluhkan dugaan perlakuan diskriminatif terkait pembangunan tempat ibadah Gereja dan pelarangan melakukan ibadah persekutuan di rumah gereja HKBP, GPIB, GBIS dan Khatolik d;Kantor Perwakilan Riau;1403;1471
3328;04/07/14 00.00;04/07/14 15.34;KOTA PEKANBARU;RIAU;Inisiatif Investigasi;Manejer area PLN ;KOTA PEKANBARU;RIAU;Listrik;Tidak Memberikan Pelayanan;Bahwa pada hari Jum&rsquoat, tanggal 4 Juli 2014 pukul 02.00 WIB pagi hati hujan lebat, kabel listrik tertimpa pohon yang menyebabkan kabel putus dan mengeluarkan api. Pelapor menelpon no layanan 0761. 123, kemudian pada pukul 02.30 WIB datang tim PLN yan;Kantor Perwakilan Riau;1471;1471
3329;04/07/14 00.00;08/07/14 15.24;KOTA PONTIANAK;KALIMANTAN BARAT;Keluarga Korban;;KOTA PONTIANAK;KALIMANTAN BARAT;Pemukiman/Perumahan;Penundaan Berlarut;Dugaan penundaan berlarut yang dilakukan Dinas Cipta Karya Tata Ruang dan Perumahan Kota Pontianak dalam mmelakukan penertiban bangunan tanpa izin;Kantor Perwakilan Kalimantan Barat;6171;6171
3330;04/07/14 00.00;08/07/14 15.30;KETAPANG;KALIMANTAN BARAT;Keluarga Korban;;KETAPANG;KALIMANTAN BARAT;Perkebunan/Kehutanan;Penundaan Berlarut;Dugaan penundaan berlarut yang dilakukan Pemerintah Kabupaten Ketapang dalam penyelesaian terhadap kejelasan status lahan /plasma yang diserahkan PT Prakarsa Tani Sejati;Kantor Perwakilan Kalimantan Barat;6106;6171
3331;04/07/14 00.00;14/07/14 11.17;KOTA BATAM;KEPULAUAN RIAU;Media;;BINTAN;KEPULAUAN RIAU;Kesehatan;Tidak Kompeten;Sediaan obat yang diperlukan tidak cukup untuk memenuhi kebutuhan Pasien. Banyak Pasien mengeluh bahwa mereka terpaksa membeli obat di apotik di luar Rumah Sakit karena tidak tersedianya obat yang tertera dalam resep dokter.;Kantor Perwakilan Kepulauan Riau;2102;2171
3332;04/07/14 00.00;14/07/14 11.24;KOTA BATAM;KEPULAUAN RIAU;Media;;LINGGA;KEPULAUAN RIAU;Kesehatan;Tidak Kompeten;Sediaan obat yang tidak mencukupi kebutuhan Pasien. Banyak Pasien mengeluh bahwa obat yang tertera dalam resep dokter terpaksa di beli di apotik di luar rumah sakit. Forum Silaturahmi Mahasiswa Lingga ikut mengeluhkannya dan menjadi berita di Media.;Kantor Perwakilan Kepulauan Riau;2104;2171
3333;04/07/14 00.00;16/07/14 13.02;PASAMAN BARAT;SUMATERA BARAT;Perorangan/Korban Langsung;Kepala Kepolisi;PASAMAN BARAT;SUMATERA BARAT;Kepolisian;Berpihak;Dugaan berpihak yang dilakukan Kepolisian Resor Kabupaten Pasaman Barat dalam memproses pelanggaran pidana pemilu dengan hanya meminta keterangan tim sukses Andri Jaya, sementara caleg yang memberikan uang tidak pernah dipanggil ;Kantor Perwakilan Sumatera Barat;1312;1371
3334;04/07/14 00.00;17/07/14 14.41;BATANG;JAWA TENGAH;Perorangan/Korban Langsung;Camat Gringsing, Kepala Desa Kebondalem, Bulog Kabupaten;BATANG;JAWA TENGAH;Asuransi/Jaminan Sosial;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang dalam penyaluran raskin dan bantuan langsung tunai (BLT) di Kecamatan Gringsing;Kantor Perwakilan Jawa Tengah;3325;3374
3335;04/07/14 00.00;08/08/14 14.12;KOTA BENGKULU;BENGKULU;Perorangan/Korban Langsung;Kepala Dinas Tata Kota;KOTA BENGKULU;BENGKULU;Perijinan (PTSP);Tidak Patut;Dugaan Tidak Layak / Tidak Patuh Terkait Transparansi Proses Penyegelan Bangunan/Ruko milik Pelapor;Kantor Perwakilan Bengkulu;1771;1771
3336;04/07/14 00.00;13/08/14 11.13;KOTA SURABAYA;JAWA TIMUR;Perorangan/Korban Langsung;Dekan  Falkutas Kedokteran ;KOTA SURABAYA;JAWA TIMUR;Pendidikan;Penundaan Berlarut;Dekan Falkutas Kedokteran Universitas Hang Tua Surabaya diduga melakukan penundaan berlarut terkait menyumpah dan memberikan ijasah kepada pelapor padahal pelapor sudah lulus ujian pofesi.;Kantor Perwakilan Jawa Timur;3578;7835
3337;04/07/14 00.00;13/08/14 11.22;JOMBANG;JAWA TIMUR;Perorangan/Korban Langsung;Sekretariat Kabupaten Mojokerto;MOJOKERTO;JAWA TIMUR;Pemukiman/Perumahan;Penundaan Berlarut;Pemkab Mojokerjo diduga melakukan penundaan berlarut terkait proses keberatan ganti rugi jalan tol belum diproses oleh Bupati Mojokerto.;Kantor Perwakilan Jawa Timur;3516;7835
3338;04/07/14 00.00;13/08/14 11.31;KOTA SURABAYA;JAWA TIMUR;Perorangan/Korban Langsung;Kepala Kantor BPN Surabaya II;KOTA SURABAYA;JAWA TIMUR;Perijinan (PTSP);Penundaan Berlarut;Kepala kantor BPN Surabaya II diduga melakukan penundaan berlarut dalam permintaan SKPT.;Kantor Perwakilan Jawa Timur;3578;7835
3339;04/07/14 00.00;13/08/14 12.50;KOTA BATAM;KEPULAUAN RIAU;Perorangan/Korban Langsung;;KOTA BATAM;KEPULAUAN RIAU;Komisi/Lembaga Negara;Penyimpangan Prosedur;Dugaan Maladministrasi dalam proses seleksi ketua Badan Pengusahaan Batam dan anggota Badan Pengusahaan Batam;Kantor Perwakilan Kepulauan Riau;;2171
3340;04/07/14 00.00;14/08/14 09.58;GRESIK;JAWA TIMUR;Perorangan/Korban Langsung;Sekretaris Daerah Kabupaten Gresik;GRESIK;JAWA TIMUR;Pemukiman/Perumahan;Penundaan Berlarut;P2T Kabupaten Grresik diduga melakukan penndaan berlarut terkait pembayaran ganti rugi pembangunan tanggul untuk proyek LSRIP terhadap warga.;Kantor Perwakilan Jawa Timur;3525;7835
3341;04/07/14 00.00;17/08/14 17.36;KOTA GORONTALO;GORONTALO;Perorangan/Korban Langsung;Kepala Kantor;KOTA GORONTALO;GORONTALO;Pertanahan;Permintaan Imbalan Uang, Barang dan Jasa;Pelapor dimintai uang pada pengurusan balik nama sertifikat tanah oleh oknum Kantor Pertanahan Kota Gorontalo<br>;Kantor Perwakilan Gorontalo;7571;7571
3342;04/07/14 00.00;03/09/14 11.37;KOTA AMBON;MALUKU;Kuasa Hukum;Kepala BPN Masohi ;KOTA AMBON;MALUKU;Pertanahan;Penundaan Berlarut;Dugaan maladministrasi Penundaan Berlarut yang dilakukan oleh BPN masohi yang tidak menanggapi surat klien pelapor, yang mana isi surat tersebut menanyakan tentang Sertifikat Hak Milik No. 2018, menurut pelapor sertifikat tersebut terbit diatas tanah yang;Kantor Perwakilan Maluku;8171;8171
3343;04/07/14 00.00;05/09/14 10.48;KOTA AMBON;MALUKU;Kuasa Hukum;Kapolda Maluku;KOTA AMBON;MALUKU;Kepolisian;Penundaan Berlarut;Dugaan Maladministrasi Penundaan Berlarut terkait laporan polisi klien pelapor no.pol : LP/79/X/2012/Ditreskrimum di POLDA Maluku yang terkesan sangat lambat dan penuh ketidakjelasan dalam proses penanganannya oleh penyidik Aipda A. Timisela, menurut pela;Kantor Perwakilan Maluku;8171;8171
3344;04/07/14 00.00;14/10/14 16.49;;#N/A;Keluarga Korban;Kepala Sekolah;KOTA MAKASSAR;SULAWESI SELATAN;Pendidikan;Diskriminasi;dugaan adanya diskriminasi, dimana seorang anak berusia 7 tahun tidak diterima di sekolah tersebut, sementara ada anak yang dibawah tujuh tahun tetap diterima.<br>;Kantor Perwakilan Sulawesi Selatan;7371;7371
3345;04/07/14 00.00;20/10/14 11.25;KOTA DENPASAR;BALI;Inisiatif Investigasi;;BADUNG;BALI;Pendidikan;Penyimpangan Prosedur;terjadinya praktek percaloan dan upaya memasukkan anak lewat jalur yang tidak prosedural;Kantor Perwakilan Bali;5103;5171
3346;04/07/14 00.00;20/10/14 11.29;KOTA DENPASAR;BALI;Media;;GIANYAR;BALI;Pendidikan;Penyimpangan Prosedur;Adanya dugaan terjadi pungutan dana investasi terhadap orang tua siswa bagi siswa baru yang jumlahnya bervariasi di beberapa sekolah di Kabupaten Gianyar.;Kantor Perwakilan Bali;5104;5171
3347;07/07/14 00.00;07/07/14 12.09;KOTA PEKANBARU;RIAU;Keluarga Korban;Kepala Samsat Pekanbaru Selatan;KOTA PEKANBARU;RIAU;Cukai dan Pajak;Tidak Memberikan Pelayanan;Orang tua Pelapor memiliki sebuah mobil tahun 1986 yang tinggal di Jalan Riau dahulunya bernama Subrantas. saat hendak membayar pajak 5 tahunan, Pelapor diminta untuk melakukan perubahan BPKB karena alamat yang berbeda, bahwa pelapor tridak pernah pindah ;Kantor Perwakilan Riau;1471;1471
3348;07/07/14 00.00;07/07/14 15.00;KOTA BANDAR LAMPUNG;LAMPUNG;Perorangan/Korban Langsung;Pj. Bupati Pesisir Barat;LAIN-LAIN;LAIN-LAIN;Kepegawaian;Penyimpangan Prosedur;Dugaan melalaikan dan mengabaikan kewajiban dengan tidak mengajukan NIP bagi pelamar a.n. Zurta Nadia Mumpuni yang dinyatakan lulus tes penerimaan CPNS Tahun 2013 dari jalur umum di Kabupaten Pesisir Barat;Kantor Perwakilan Lampung;;#N/A
3349;07/07/14 00.00;08/07/14 15.06;KOTA PALANGKA RAYA;KALIMANTAN TENGAH;Inisiatif Investigasi;Kepala Dinas;SERUYAN;KALIMANTAN TENGAH;Perhubungan/Infrastruktur;Penundaan Berlarut;Dugaan penundaan berlarut terkait Kerusakan Jalan Arumani kelurahan Kuala Pembuang Dua Kabupaten Seruyan;Kantor Perwakilan Kalimantan Tengah;6208;6271
3350;07/07/14 00.00;11/07/14 09.42;BANYUWANGI;JAWA TIMUR;Perorangan/Korban Langsung;Pengawas Pemilu Kabupaten Banyuwangi;BANYUWANGI;JAWA TIMUR;Komisi/Lembaga Negara;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang dalam entry data perolehan suara dan percobaan pemerasan oleh Oknum PPS se Kecamatan Genteng.<br>;Ombudsman Republik Indonesia (Jakarta);3510;7835
3351;07/07/14 00.00;11/07/14 09.45;JAKARTA SELATAN;DKI JAKARTA;Kuasa Hukum;Presiden RI;JAKARTA PUSAT;DKI JAKARTA;Kepegawaian;Penundaan Berlarut;Dugaan penundaan berlarut penerbitan KEPPRES pemakzulan & pelantikan Bupati Kabupaten Karo.<br>;Ombudsman Republik Indonesia (Jakarta);3173;3173
3352;07/07/14 00.00;11/07/14 09.47;KOTA BANDA ACEH;ACEH;Perorangan/Korban Langsung;BKN;JAKARTA TIMUR;DKI JAKARTA;Kepegawaian;Penundaan Berlarut;Dugaan penundaan berlarut penyelesaian permasalahan pemberhentian pelapor selaku PNS pemprov Aceh yang diberhentikan oleh Gubernur Aceh<br>;Ombudsman Republik Indonesia (Jakarta);3172;3173
3353;07/07/14 00.00;11/07/14 09.53;KOTA JAMBI;JAMBI;Kuasa Hukum;Polres Batanghari;BATANG HARI;JAMBI;Kepolisian;Penundaan Berlarut;Dugaan penundaan berlarut belum diterbitkannya SP3 atas laporan Polisi Nomor : LP/A.03/II/2013/Jambi,Res Batang tentang tindak pidana korupsi.<br>;Ombudsman Republik Indonesia (Jakarta);1504;1571
3354;07/07/14 00.00;11/07/14 10.26;BANDUNG;JAWA BARAT;Perorangan/Korban Langsung;Polda Bali;KOTA DENPASAR;BALI;Kepolisian;Penundaan Berlarut;Dugaan penundaan berlarut oleh Polda Bali dalam penanganan laporan polisi Nomor : LP/521/IX/2013/Bali/SPKT tanggal 17 September 2013 tentang tindak pidana penggelapan.;Ombudsman Republik Indonesia (Jakarta);5171;5171
3355;07/07/14 00.00;11/07/14 10.31;KOTA MEDAN;SUMATERA UTARA;Kuasa Hukum;Polsek Sunggul;HUMBANG HASUNDUTAN;SUMATERA UTARA;Kepolisian;Berpihak;Dugaan keberpihakan Polsek Sunggal dalam penanganan  laporan polisi nomor : LP/129/I/2014/SPKT/Sek Sunggal tanggal 16 Januari 2014 tentang tindak pidana penipuan<br>;Ombudsman Republik Indonesia (Jakarta);1215;1275
3356;07/07/14 00.00;11/07/14 10.37;BANDUNG;JAWA BARAT;Perorangan/Korban Langsung;Polda Jabar;BANDUNG;JAWA BARAT;Kepolisian;Penundaan Berlarut;Dugaan penundaan berlarut oleh Polda Jabar dalam penanganan laporan No:LP/B/150/II/2014/Jabar tanggal 24 Februari 2014 perihal tindak pidana penggelapan<br>;Ombudsman Republik Indonesia (Jakarta);3204;3273
3357;07/07/14 00.00;11/07/14 10.39;JAKARTA BARAT;DKI JAKARTA;Kuasa Hukum;Polda Bali;KOTA DENPASAR;BALI;Kepolisian;Tidak Kompeten;Dugaan tidak kompeten penyidik Polda Bali terhadap laporan hasil audit investigasi Nomor:LHAI/13/III/2014/Rowabprof tanggal 25 Maret 2014.<br>;Ombudsman Republik Indonesia (Jakarta);5171;5171
3358;07/07/14 00.00;11/07/14 10.42;KOTA JAKARTA PUSAT;DKI JAKARTA;Perorangan/Korban Langsung;Dirjen Bea Cukai;JAKARTA PUSAT;DKI JAKARTA;Cukai dan Pajak;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang dalam penetapan bea masuk pajak untuk barang pisau diving merek Omer minilaser PIBK NO.233947<br>;Ombudsman Republik Indonesia (Jakarta);3173;3173
3359;07/07/14 00.00;11/07/14 10.45;KOTA JAKARTA TIMUR;DKI JAKARTA;Kuasa Hukum;Kemenakertrans;JAKARTA PUSAT;DKI JAKARTA;Ketenagakerjaan;Penundaan Berlarut;Dugaan penundaan berlarut dalam penyelesaian pembayaran santunan kematian empat TKW yang meninggal dunia dalam masa kontrak kerja.<br>;Ombudsman Republik Indonesia (Jakarta);3173;3173
3360;07/07/14 00.00;11/07/14 10.56;JAKARTA BARAT;DKI JAKARTA;Instansi Pemerintah;Dinas PU & Tata air Prov.DKI Jakarta;JAKARTA PUSAT;DKI JAKARTA;Perhubungan/Infrastruktur;Tidak Patut;Dugaan pelayanan tidak patut mengenai jalan rusak & berdebu di Mal Taman Anggrek karena ada perusahaan pengecoran Semen Adymix<br>;Ombudsman Republik Indonesia (Jakarta);3173;3173
3361;07/07/14 00.00;16/07/14 11.37;MINAHASA SELATAN;SULAWESI UTARA;Lembaga Swadaya Masyarakat;Kepala;MINAHASA SELATAN;SULAWESI UTARA;Kepegawaian;Penyimpangan Prosedur;Dugaan penyimpangan prosedur yang dilakukan oleh BKDD Pemkab. Minahasa Selatan, dimana Sdr. Hanny Kalangi yang diduga tidak pernah menjadi Tenaga Honorer Kategori II (Honda K2) Kabupaten Minahasa Selatan tapi telah dinyatakan lulus dalam penerimaan CPNS T;Kantor Perwakilan Sulawesi Utara;7105;7171
3362;07/07/14 00.00;16/07/14 11.41;MINAHASA SELATAN;SULAWESI UTARA;Lembaga Swadaya Masyarakat;Kepala;MINAHASA SELATAN;SULAWESI UTARA;Kepegawaian;Permintaan Imbalan Uang, Barang dan Jasa;Dugaan permintaan yang sebesar Rp.70.000.000,- yang dilakukan oleh Kepala SMK Negeri Tumpaan kepada beberapa orang yang dijanjikan akan dijadikan Pegawai Negeri Sipil di Pemkab. Minahasa Selatan;Kantor Perwakilan Sulawesi Utara;7105;7171
3363;07/07/14 00.00;16/07/14 11.49;MINAHASA SELATAN;SULAWESI UTARA;Perorangan/Korban Langsung;Kepala ;KOTA BITUNG;SULAWESI UTARA;Pemukiman/Perumahan;Penyimpangan Prosedur;Dugaan penyimpangan prosedur yang dilakukan Polisi Pamong Praja Kota Bitung yang membongkar bangunan Cafe 69 tanpa melalui prosedur dan mekanisme yang berlaku;Kantor Perwakilan Sulawesi Utara;7172;7171
3364;07/07/14 00.00;16/07/14 15.11;LANDAK;KALIMANTAN BARAT;Keluarga Korban;;LANDAK;KALIMANTAN BARAT;Kesehatan;Tidak Kompeten;Dugaan tidak kompeten yang dilakukan dokter spesialis anak di RSUD Kabupaten landak dalam penanganan pasien, dimana pasien menunggu lama namun dokter tidak hadir dengan alasan ke laur kota.;Kantor Perwakilan Kalimantan Barat;6103;6171
3365;07/07/14 00.00;17/07/14 14.11;KOTA PALU;SULAWESI TENGAH;Perorangan/Korban Langsung;Kepala BKD;SIGI;SULAWESI TENGAH;Kepegawaian;Permintaan Imbalan Uang, Barang dan Jasa;Pungutan Liar di BKD Kabupaten Sigi Sebesar Rp. 1000.000 bagi CPNS K2 yang lulus test;Kantor Perwakilan Sulawesi Tengah;7210;7271
3366;07/07/14 00.00;17/07/14 18.00;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Perorangan/Korban Langsung;Ketua;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Peradilan;Berpihak;Dugaan Maladministrasi yang dilakukan PN dan PT Yogyakarta terkait amar putusan perkara No.92/pdt.6/2011/PN.Yk jo No.50/pdt/2012/PTY;Kantor Perwakilan DI Yogyakarta;3471;3471
3367;07/07/14 00.00;18/07/14 09.48;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Inisiatif Investigasi;Kepala Sekolah;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Pendidikan;Permintaan Imbalan Uang, Barang dan Jasa;Dugaan permintaan uang, barang dan jasa yang dilakukan oleh MAN 2 Yogyakarta terkait pungutan pendaftaran sebesar RP. 50.000,-;Kantor Perwakilan DI Yogyakarta;3471;3471
3368;07/07/14 00.00;18/07/14 09.54;KULONPROGO;DAERAH ISTIMEWA YOGYAKARTA;Perorangan/Korban Langsung;Kepala;KARANGANYAR;JAWA TENGAH;Perijinan (PTSP);Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan yang dilakukan oleh Badan Kesatuan Bangsa dan Politik Kab. Karanganyar terkait tindak lanjut permohonan Surat Keterangan Terdaftar (SKT) Ormas;Kantor Perwakilan DI Yogyakarta;3313;3374
3369;07/07/14 00.00;18/07/14 10.00;KLATEN;JAWA TENGAH;Perorangan/Korban Langsung;Kepala;KLATEN;JAWA TENGAH;Pendidikan;Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam pelaksanaan PPDB di SMP-SMA wilayah Kab. Klaten berupa mewajibkan siswa membeli seragam;Kantor Perwakilan DI Yogyakarta;3310;3374
